dateTime,open,high,low,close
2019-01-16T14:25:59,1477,1477,1475.65,1476.45
2019-01-16T14:26:59,1476.45,1476.45,1475.5,1476.45
2019-01-16T14:27:59,1476.45,1476.45,1476,1476
2019-01-16T14:28:59,1476,1476.4,1476,1476
2019-01-16T14:29:59,1476.4,1477.5,1476.4,1477.5
2019-01-16T14:30:59,1477.5,1477.5,1475.5,1475.5
2019-01-16T14:31:59,1475.5,1476,1475.5,1476
2019-01-16T14:32:59,1476,1476,1475.95,1476
2019-01-16T14:33:59,1476,1476,1475,1475
2019-01-16T14:34:59,1475,1475.9,1475,1475.9
2019-01-16T14:35:59,1475.9,1476,1475.25,1475.25
2019-01-16T14:36:59,1475.25,1476.5,1475.25,1476.45
2019-01-16T14:37:59,1476.45,1477,1476,1477
2019-01-16T14:38:59,1477,1477.5,1475.95,1477.5
2019-01-16T14:39:59,1477.5,1477.9,1475.95,1476.1
2019-01-16T14:40:59,1476.1,1476.5,1475.55,1475.95
2019-01-16T14:41:59,1475.95,1475.95,1474.35,1475
2019-01-16T14:42:59,1475.45,1475.45,1474.65,1475.45
2019-01-16T14:43:59,1475.05,1475.85,1475.05,1475.05
2019-01-16T14:44:59,1475.25,1475.5,1475.05,1475.25
2019-01-16T14:45:59,1475.25,1476,1475.25,1475.3
2019-01-16T14:46:59,1475.3,1476.1,1475.3,1476.05
2019-01-16T14:47:59,1476.05,1476.05,1475.95,1475.95
2019-01-16T14:48:59,1475.7,1475.7,1475.4,1475.45
2019-01-16T14:49:59,1475.45,1476,1475.45,1475.6
2019-01-16T14:50:59,1475.6,1476,1475.6,1475.65
2019-01-16T14:51:59,1475.65,1475.8,1474.8,1474.8
2019-01-16T14:52:59,1474.5,1475.05,1474.5,1475.05
2019-01-16T14:53:59,1475.05,1475.4,1474.55,1475.4
2019-01-16T14:54:59,1475.4,1475.4,1474.55,1474.55
2019-01-16T14:55:59,1474.55,1475,1474.5,1474.5
2019-01-16T14:56:59,1474.5,1475.4,1474.5,1475.4
2019-01-16T14:57:59,1475.4,1475.4,1474.5,1474.5
2019-01-16T14:58:59,1474.5,1475,1474.2,1474.2
2019-01-16T14:59:59,1475,1475,1474.3,1474.3
2019-01-16T15:00:59,1474.3,1475,1474.3,1475
2019-01-16T15:01:59,1475,1475.05,1474.6,1475.05
2019-01-16T15:02:59,1475.05,1475.5,1474.5,1474.5
2019-01-16T15:03:59,1474.5,1475,1474,1474
2019-01-16T15:04:59,1475,1475,1473.8,1474.9
2019-01-16T15:05:59,1474.9,1476,1474.6,1475
2019-01-16T15:06:59,1475,1475,1474.5,1474.7
2019-01-16T15:07:59,1474.7,1474.7,1473.8,1473.9
2019-01-16T15:08:59,1473.85,1474.8,1473.1,1474
2019-01-16T15:09:59,1474,1474.5,1472.8,1473.35
2019-01-16T15:10:59,1473.55,1474.25,1473.05,1474
2019-01-16T15:11:59,1474,1474.5,1473,1473.05
2019-01-16T15:12:59,1474,1474.5,1473,1474.5
2019-01-16T15:13:59,1474.5,1474.8,1473.95,1474
2019-01-16T15:14:59,1474.6,1474.75,1474.25,1474.3
2019-01-16T15:15:59,1474.5,1474.5,1473.6,1474
2019-01-16T15:16:59,1474,1474,1472.05,1472.65
2019-01-16T15:17:59,1472.6,1474.1,1472,1473
2019-01-16T15:18:59,1473,1474.3,1471.55,1471.55
2019-01-16T15:19:59,1471.55,1473,1471.55,1472.9
2019-01-16T15:20:59,1472.9,1473.05,1471.55,1472.85
2019-01-16T15:21:59,1472.8,1474.4,1472.7,1473.6
2019-01-16T15:22:59,1473.6,1474.6,1473.3,1474.6
2019-01-16T15:23:59,1474,1474.7,1472.1,1472.5
2019-01-16T15:24:59,1472.5,1474.2,1472.45,1473.5
2019-01-16T15:25:59,1474.2,1474.9,1473.85,1474.75
2019-01-16T15:26:59,1474,1474.9,1474,1474.15
2019-01-16T15:27:59,1474.25,1474.9,1473.8,1474
2019-01-16T15:28:59,1474,1475.9,1474,1475.9
2019-01-16T15:29:59,1475.95,1478.45,1474.25,1478
2019-01-17T09:15:59,1484,1484,1479,1481.4
2019-01-17T09:16:59,1481.4,1484.45,1478.95,1480
2019-01-17T09:17:59,1478.95,1482.85,1478,1482.85
2019-01-17T09:18:59,1482.85,1482.85,1480,1480.85
2019-01-17T09:19:59,1480.85,1482.25,1480.45,1481
2019-01-17T09:20:59,1481,1481.4,1477.8,1478.55
